train/loss,train/critic_los,time/episodes,train/critic_loss,time/fps,time/time_elapsed,train/ent_coef,train/MSE_losses,train/Main_losses,train/Beta,rollout/ep_len_mean,train/actor_loss,rollout/ep_rew_mean,train/RL_loss,train/learning_rate,train/ent_coef_loss,train/n_updates,train/MSE_loss,time/total_timesteps
22.323749542236328,0.04806637018918991,4,0.04806637018918991,99,8,0.5067311525344849,5.527243614196777,22.323749542236328,0.0,200.0,22.323749542236328,-1381.81670325,22.323749542236328,0.001,-1.012732982635498,699,5.527243614196777,800
47.408355712890625,0.06853967159986496,8,0.06853967159986496,94,16,0.25930076837539673,5.349625587463379,47.408355712890625,-0.0,200.0,47.408355712890625,-1469.966407375,47.408355712890625,0.001,-1.0795639753341675,1499,5.349625587463379,1600
65.50657653808594,0.08232033252716064,12,0.08232033252716064,92,25,0.2022266834974289,4.643790245056152,65.50657653808594,-0.0,200.0,65.50657653808594,-1333.4285758333333,65.50657653808594,0.001,0.2580292522907257,2299,4.643790245056152,2400
76.69943237304688,0.19529150426387787,16,0.19529150426387787,91,35,0.22954078018665314,3.3337881565093994,76.69943237304688,-0.0,200.0,76.69943237304688,-1186.752158625,76.69943237304688,0.001,0.01358378492295742,3099,3.3337881565093994,3200
76.36907958984375,0.2843933403491974,20,0.2843933403491974,90,44,0.22145918011665344,2.8138270378112793,76.36907958984375,-0.0,200.0,76.36907958984375,-979.4461750500002,76.36907958984375,0.001,-0.2268185317516327,3899,2.8138270378112793,4000
68.0421142578125,0.4766926169395447,24,0.4766926169395447,90,53,0.16889208555221558,2.483816146850586,68.0421142578125,-0.0,200.0,68.0421142578125,-836.7987935416668,68.0421142578125,0.001,-0.27827295660972595,4699,2.483816146850586,4800
71.16203308105469,1.0816668272018433,28,1.0816668272018433,89,62,0.113926462829113,2.2323741912841797,71.16203308105469,-0.0,200.0,71.16203308105469,-743.1096187142858,71.16203308105469,0.001,-0.21445368230342865,5499,2.2323741912841797,5600
75.33912658691406,1.813488245010376,32,1.813488245010376,89,71,0.09676504135131836,2.450031280517578,75.33912658691406,-0.0,200.0,75.33912658691406,-701.81603575,75.33912658691406,0.001,0.3909382224082947,6299,2.450031280517578,6400
61.88451385498047,1.973323106765747,36,1.973323106765747,89,80,0.10146239399909973,2.7108306884765625,61.88451385498047,-0.0,200.0,61.88451385498047,-647.4128308055555,61.88451385498047,0.001,-0.18074147403240204,7099,2.7108306884765625,7200
67.8258056640625,2.3787546157836914,40,2.3787546157836914,89,89,0.09346061199903488,2.489358901977539,67.8258056640625,-0.0,200.0,67.8258056640625,-594.2213449,67.8258056640625,0.001,-0.057551413774490356,7899,2.489358901977539,8000
60.223506927490234,1.3103611469268799,44,1.3103611469268799,89,98,0.09075821936130524,2.6793737411499023,60.223506927490234,-0.0,200.0,60.223506927490234,-559.0105257272728,60.223506927490234,0.001,-0.13790768384933472,8699,2.6793737411499023,8800
55.476478576660156,0.9181978702545166,48,0.9181978702545166,89,107,0.07613323628902435,2.751258373260498,55.476478576660156,-0.0,200.0,55.476478576660156,-527.5310257083333,55.476478576660156,0.001,-0.7862430810928345,9499,2.751258373260498,9600
45.63502502441406,1.4895658493041992,52,1.4895658493041992,89,116,0.06026817113161087,2.958763360977173,45.63502502441406,-0.0,200.0,45.63502502441406,-499.5707781538461,45.63502502441406,0.001,-1.0639498233795166,10299,2.958763360977173,10400
53.05449676513672,1.0955300331115723,56,1.0955300331115723,89,125,0.0470770038664341,2.9513816833496094,53.05449676513672,-0.0,200.0,53.05449676513672,-476.63586346428565,53.05449676513672,0.001,-0.6108332872390747,11099,2.9513816833496094,11200
56.63822555541992,2.8945369720458984,60,2.8945369720458984,89,134,0.04172045364975929,2.880016803741455,56.63822555541992,-0.0,200.0,56.63822555541992,-450.77905098333326,56.63822555541992,0.001,0.7704757452011108,11899,2.880016803741455,12000
44.28376388549805,0.7416493892669678,64,0.7416493892669678,88,143,0.03844418749213219,3.1641440391540527,44.28376388549805,-0.0,200.0,44.28376388549805,-431.8053621875,44.28376388549805,0.001,-0.7590100765228271,12699,3.1641440391540527,12800
47.464996337890625,0.9621075391769409,68,0.9621075391769409,88,152,0.04258905351161957,3.3485841751098633,47.464996337890625,-0.0,200.0,47.464996337890625,-413.350816632353,47.464996337890625,0.001,-0.7875727415084839,13499,3.3485841751098633,13600
41.73761749267578,1.6930956840515137,72,1.6930956840515137,88,162,0.038763247430324554,2.894055128097534,41.73761749267578,-0.0,200.0,41.73761749267578,-400.3365465694444,41.73761749267578,0.001,0.43244850635528564,14299,2.894055128097534,14400
42.57763671875,1.100879430770874,76,1.100879430770874,88,171,0.037565797567367554,3.0713565349578857,42.57763671875,-0.0,200.0,42.57763671875,-387.20298528947365,42.57763671875,0.001,-0.18723413348197937,15099,3.0713565349578857,15200
38.024505615234375,0.7940033674240112,80,0.7940033674240112,88,180,0.03357138857245445,2.9103915691375732,38.024505615234375,-0.0,200.0,38.024505615234375,-372.4125499,38.024505615234375,0.001,-0.04267694056034088,15899,2.9103915691375732,16000
40.41789245605469,0.9555937647819519,84,0.9555937647819519,88,189,0.026219181716442108,2.8986520767211914,40.41789245605469,-0.0,200.0,40.41789245605469,-364.43519535714285,40.41789245605469,0.001,0.07614387571811676,16699,2.8986520767211914,16800
37.64019012451172,1.1313517093658447,88,1.1313517093658447,88,198,0.022314079105854034,3.196192741394043,37.64019012451172,-0.0,200.0,37.64019012451172,-353.4821454318182,37.64019012451172,0.001,0.15895819664001465,17499,3.196192741394043,17600
41.27794647216797,1.698756456375122,92,1.698756456375122,88,207,0.01871815323829651,2.985106945037842,41.27794647216797,-0.0,200.0,41.27794647216797,-343.32904767391307,41.27794647216797,0.001,1.104637622833252,18299,2.985106945037842,18400
37.08007049560547,0.8797879219055176,96,0.8797879219055176,88,216,0.017746523022651672,3.0370335578918457,37.08007049560547,-0.0,200.0,37.08007049560547,-332.6947716145833,37.08007049560547,0.001,0.10363584756851196,19099,3.0370335578918457,19200
39.46915054321289,0.7216043472290039,100,0.7216043472290039,88,225,0.016850514337420464,2.915069103240967,39.46915054321289,-0.0,200.0,39.46915054321289,-324.21710562,39.46915054321289,0.001,0.07442262768745422,19899,2.915069103240967,20000
28.150901794433594,0.3960142135620117,104,0.3960142135620117,88,234,0.024420367553830147,2.943997859954834,28.150901794433594,-0.0,200.0,28.150901794433594,-274.95282604,28.150901794433594,0.001,0.3120821714401245,20699,2.943997859954834,20800
37.002601623535156,0.8239079713821411,108,0.8239079713821411,88,243,0.022701092064380646,2.7674989700317383,37.002601623535156,-0.0,200.0,37.002601623535156,-218.78673797000002,37.002601623535156,0.001,0.7264987826347351,21499,2.7674989700317383,21600
35.055274963378906,0.8764973878860474,112,0.8764973878860474,88,252,0.02038051374256611,2.849907398223877,35.055274963378906,-0.0,200.0,35.055274963378906,-182.5307623,35.055274963378906,0.001,-0.5688631534576416,22299,2.849907398223877,22400
31.245777130126953,0.4961755871772766,116,0.4961755871772766,88,261,0.017875026911497116,2.968428611755371,31.245777130126953,-0.0,200.0,31.245777130126953,-158.59920914000003,31.245777130126953,0.001,0.819786787033081,23099,2.968428611755371,23200
30.052391052246094,0.856357991695404,120,0.856357991695404,88,270,0.018155738711357117,3.0040063858032227,30.052391052246094,-0.0,200.0,30.052391052246094,-156.25113866,30.052391052246094,0.001,0.44694140553474426,23899,3.0040063858032227,24000
33.39133071899414,1.012521505355835,124,1.012521505355835,88,279,0.018151860684156418,2.862144947052002,33.39133071899414,-0.0,200.0,33.39133071899414,-159.89918564,33.39133071899414,0.001,0.07217898964881897,24699,2.862144947052002,24800
23.514253616333008,0.7354958057403564,128,0.7354958057403564,88,288,0.017485490068793297,3.0701839923858643,23.514253616333008,-0.0,200.0,23.514253616333008,-156.29116840000003,23.514253616333008,0.001,-1.1436829566955566,25499,3.0701839923858643,25600
27.074804306030273,0.6878079175949097,132,0.6878079175949097,88,297,0.014514101669192314,3.2053236961364746,27.074804306030273,-0.0,200.0,27.074804306030273,-145.75454636999999,27.074804306030273,0.001,-1.0128370523452759,26299,3.2053236961364746,26400
32.0317268371582,0.4311983585357666,136,0.4311983585357666,88,306,0.014475880190730095,2.9208216667175293,32.0317268371582,-0.0,200.0,32.0317268371582,-144.35360675,32.0317268371582,0.001,0.662888765335083,27099,2.9208216667175293,27200
28.990760803222656,0.7237304449081421,140,0.7237304449081421,88,315,0.018278183415532112,2.967339515686035,28.990760803222656,-0.0,200.0,28.990760803222656,-147.07986084,28.990760803222656,0.001,-0.138710156083107,27899,2.967339515686035,28000
29.543712615966797,1.1887047290802002,144,1.1887047290802002,88,324,0.01506077591329813,2.727395534515381,29.543712615966797,-0.0,200.0,29.543712615966797,-145.85438952,29.543712615966797,0.001,0.44163572788238525,28699,2.727395534515381,28800
25.801300048828125,0.5039654970169067,148,0.5039654970169067,88,333,0.015062879770994186,2.6989688873291016,25.801300048828125,-0.0,200.0,25.801300048828125,-144.46034481,25.801300048828125,0.001,-0.05208384990692139,29499,2.6989688873291016,29600
28.653532028198242,1.365399718284607,152,1.365399718284607,88,343,0.015911241993308067,2.9098803997039795,28.653532028198242,-0.0,200.0,28.653532028198242,-144.68191081999998,28.653532028198242,0.001,1.1731051206588745,30299,2.9098803997039795,30400
29.125694274902344,1.0279724597930908,156,1.0279724597930908,88,352,0.017873791977763176,2.907991886138916,29.125694274902344,-0.0,200.0,29.125694274902344,-140.07338674000002,29.125694274902344,0.001,0.8558482527732849,31099,2.907991886138916,31200
21.682693481445312,0.4095517098903656,160,0.4095517098903656,88,361,0.013699352741241455,2.9549813270568848,21.682693481445312,-0.0,200.0,21.682693481445312,-142.70134295000003,21.682693481445312,0.001,-1.8419666290283203,31899,2.9549813270568848,32000
22.40807342529297,0.9324013590812683,164,0.9324013590812683,88,370,0.012501835823059082,3.139735221862793,22.40807342529297,-0.0,200.0,22.40807342529297,-145.54261466000003,22.40807342529297,0.001,-1.2997004985809326,32699,3.139735221862793,32800
26.921926498413086,0.6167218685150146,168,0.6167218685150146,88,379,0.01007943507283926,3.0512895584106445,26.921926498413086,-0.0,200.0,26.921926498413086,-146.64174805000005,26.921926498413086,0.001,-0.4879932999610901,33499,3.0512895584106445,33600
31.105148315429688,1.1204521656036377,172,1.1204521656036377,88,388,0.010405560955405235,2.931759834289551,31.105148315429688,-0.0,200.0,31.105148315429688,-144.40632287999998,31.105148315429688,0.001,0.6158459782600403,34299,2.931759834289551,34400
26.570438385009766,0.5684523582458496,176,0.5684523582458496,88,397,0.012525303289294243,3.1714539527893066,26.570438385009766,-0.0,200.0,26.570438385009766,-146.05255412,26.570438385009766,0.001,0.7415908575057983,35099,3.1714539527893066,35200
28.776958465576172,1.6157073974609375,180,1.6157073974609375,88,406,0.013601592741906643,2.9988293647766113,28.776958465576172,-0.0,200.0,28.776958465576172,-151.07171619000002,28.776958465576172,0.001,0.24538294970989227,35899,2.9988293647766113,36000
20.180965423583984,0.4893913269042969,184,0.4893913269042969,88,415,0.012214938178658485,3.2471981048583984,20.180965423583984,-0.0,200.0,20.180965423583984,-147.64207962999998,20.180965423583984,0.001,-0.932675838470459,36699,3.2471981048583984,36800
21.181968688964844,0.4691903591156006,188,0.4691903591156006,88,424,0.012815296649932861,3.1404030323028564,21.181968688964844,-0.0,200.0,21.181968688964844,-146.48774771999996,21.181968688964844,0.001,-0.9789730906486511,37499,3.1404030323028564,37600
23.905487060546875,0.6544508337974548,192,0.6544508337974548,88,433,0.014735553413629532,3.2276711463928223,23.905487060546875,-0.0,200.0,23.905487060546875,-146.58505093,23.905487060546875,0.001,0.8348923325538635,38299,3.2276711463928223,38400
23.000102996826172,0.6384526491165161,196,0.6384526491165161,88,442,0.01435171253979206,2.930619239807129,23.000102996826172,-0.0,200.0,23.000102996826172,-149.00216064999998,23.000102996826172,0.001,-0.23358429968357086,39099,2.930619239807129,39200
22.460790634155273,0.6943539381027222,200,0.6943539381027222,88,451,0.014364583417773247,2.90338134765625,22.460790634155273,-0.0,200.0,22.460790634155273,-147.63155605000003,22.460790634155273,0.001,0.11845685541629791,39899,2.90338134765625,40000
25.651464462280273,0.5577624440193176,204,0.5577624440193176,88,460,0.012098897248506546,2.9767677783966064,25.651464462280273,-0.0,200.0,25.651464462280273,-148.62061088,25.651464462280273,0.001,-0.12014438211917877,40699,2.9767677783966064,40800
25.109230041503906,1.0128161907196045,208,1.0128161907196045,88,469,0.011564760468900204,2.958217144012451,25.109230041503906,-0.0,200.0,25.109230041503906,-147.25104333,25.109230041503906,0.001,0.6880984306335449,41499,2.958217144012451,41600
18.604578018188477,0.8653373718261719,212,0.8653373718261719,88,478,0.011761205270886421,2.9201157093048096,18.604578018188477,-0.0,200.0,18.604578018188477,-146.44857459,18.604578018188477,0.001,-0.5996508002281189,42299,2.9201157093048096,42400
28.115278244018555,1.175363302230835,216,1.175363302230835,88,487,0.012684029527008533,2.8079824447631836,28.115278244018555,-0.0,200.0,28.115278244018555,-145.43058521,28.115278244018555,0.001,1.1043963432312012,43099,2.8079824447631836,43200
22.10385513305664,0.5663707256317139,220,0.5663707256317139,88,497,0.013431660830974579,3.0151350498199463,22.10385513305664,-0.0,200.0,22.10385513305664,-148.74032928,22.10385513305664,0.001,-0.3151831030845642,43899,3.0151350498199463,44000
25.80517578125,2.582892417907715,224,2.582892417907715,88,506,0.011627587489783764,2.8460488319396973,25.80517578125,-0.0,200.0,25.80517578125,-143.69010300999997,25.80517578125,0.001,0.4461822509765625,44699,2.8460488319396973,44800
21.275339126586914,1.4745266437530518,228,1.4745266437530518,88,515,0.011028765700757504,3.1540749073028564,21.275339126586914,-0.0,200.0,21.275339126586914,-145.69142139999997,21.275339126586914,0.001,-0.2448940873146057,45499,3.1540749073028564,45600
26.893611907958984,0.9035485982894897,232,0.9035485982894897,88,524,0.010290959849953651,3.187331438064575,26.893611907958984,-0.0,200.0,26.893611907958984,-144.52462992,26.893611907958984,0.001,-0.22631686925888062,46299,3.187331438064575,46400
29.252601623535156,0.6790595054626465,236,0.6790595054626465,88,533,0.012959418818354607,3.024707317352295,29.252601623535156,-0.0,200.0,29.252601623535156,-141.27314648,29.252601623535156,0.001,1.2835464477539062,47099,3.024707317352295,47200
21.05754852294922,0.3912363648414612,240,0.3912363648414612,88,542,0.010596406646072865,3.23018217086792,21.05754852294922,-0.0,200.0,21.05754852294922,-139.80079460999997,21.05754852294922,0.001,-1.0528738498687744,47899,3.23018217086792,48000
23.229951858520508,0.5805397629737854,244,0.5805397629737854,88,551,0.010152067057788372,3.410175085067749,23.229951858520508,-0.0,200.0,23.229951858520508,-139.76276278,23.229951858520508,0.001,-0.666093647480011,48699,3.410175085067749,48800
17.728565216064453,1.6160888671875,248,1.6160888671875,88,560,0.010711329989135265,3.6330409049987793,17.728565216064453,-0.0,200.0,17.728565216064453,-141.05874935,17.728565216064453,0.001,0.20652402937412262,49499,3.6330409049987793,49600
17.122459411621094,1.293128490447998,252,1.293128490447998,88,570,0.010954387485980988,3.120335578918457,17.122459411621094,-0.0,200.0,17.122459411621094,-140.50171584,17.122459411621094,0.001,-0.8829552531242371,50299,3.120335578918457,50400
19.93555450439453,0.5586199760437012,256,0.5586199760437012,88,579,0.011926132254302502,3.1358938217163086,19.93555450439453,-0.0,200.0,19.93555450439453,-144.15137933999998,19.93555450439453,0.001,-0.587593674659729,51099,3.1358938217163086,51200
18.159299850463867,0.34449878334999084,260,0.34449878334999084,88,588,0.009611041285097599,3.1735870838165283,18.159299850463867,-0.0,200.0,18.159299850463867,-144.83735056,18.159299850463867,0.001,-0.7715401649475098,51899,3.1735870838165283,52000
20.465482711791992,1.1686694622039795,264,1.1686694622039795,88,597,0.007873417809605598,3.423093795776367,20.465482711791992,-0.0,200.0,20.465482711791992,-142.47444059,20.465482711791992,0.001,-0.12511754035949707,52699,3.423093795776367,52800
21.4787654876709,1.9685466289520264,268,1.9685466289520264,88,606,0.009236680343747139,3.1783595085144043,21.4787654876709,-0.0,200.0,21.4787654876709,-144.81783224000003,21.4787654876709,0.001,1.12028169631958,53499,3.1783595085144043,53600
22.74252700805664,0.735143780708313,272,0.735143780708313,88,615,0.011228203773498535,3.510822296142578,22.74252700805664,-0.0,200.0,22.74252700805664,-145.74519278999998,22.74252700805664,0.001,0.5060186386108398,54299,3.510822296142578,54400
18.568490982055664,0.45637208223342896,276,0.45637208223342896,88,624,0.013980823568999767,3.507749557495117,18.568490982055664,-0.0,200.0,18.568490982055664,-143.00272805,18.568490982055664,0.001,-0.00930863618850708,55099,3.507749557495117,55200
22.068450927734375,1.1076196432113647,280,1.1076196432113647,88,633,0.013038714416325092,3.145705223083496,22.068450927734375,-0.0,200.0,22.068450927734375,-139.28774337000002,22.068450927734375,0.001,-0.3040861487388611,55899,3.145705223083496,56000
18.005931854248047,1.844032645225525,284,1.844032645225525,88,642,0.009597692638635635,3.0392560958862305,18.005931854248047,-0.0,200.0,18.005931854248047,-140.38709218,18.005931854248047,0.001,0.4540700316429138,56699,3.0392560958862305,56800
20.00381851196289,0.4080444574356079,288,0.4080444574356079,88,651,0.007911019958555698,2.7458643913269043,20.00381851196289,-0.0,200.0,20.00381851196289,-141.31153784000003,20.00381851196289,0.001,-1.1420968770980835,57499,2.7458643913269043,57600
25.101806640625,0.6017068028450012,292,0.6017068028450012,88,661,0.007284130901098251,2.8116188049316406,25.101806640625,-0.0,200.0,25.101806640625,-140.59118326,25.101806640625,0.001,0.8070823550224304,58299,2.8116188049316406,58400
20.863788604736328,0.35178083181381226,296,0.35178083181381226,88,670,0.005816114600747824,3.067429542541504,20.863788604736328,-0.0,200.0,20.863788604736328,-142.01180985000002,20.863788604736328,0.001,0.3346191644668579,59099,3.067429542541504,59200
15.399989128112793,0.9426298141479492,300,0.9426298141479492,88,679,0.007482335437089205,3.2388224601745605,15.399989128112793,-0.0,200.0,15.399989128112793,-143.24950177,15.399989128112793,0.001,0.33275434374809265,59899,3.2388224601745605,60000
